здесь	zʲ dʲ e sʲ
прочитанном	p r ɐ tɕ i t̪ ə n̪ː ə m
прочитанном	p r ə tɕ ɪ t̪ a n̪ː ə m
прочно	p r o tɕ n̪ ə
прочного	p r o tɕ n̪ ə v ə
прочной	p r o tɕ n̪ ə j
прочной	p r ɐ tɕ n̪ o j
прочные	p r o tɕ n̪ ɨ j e
прочтении	p r ɐ tɕ tʲ e ɲ ɪ ɪ
прочность	p r o tɕ n̪ ə sʲ tʲ
прочтения	p r ɐ tɕ tʲ e ɲ ɪ j ə
прочтет	p r ɐ tɕ tʲ ɪ t̪
прочтете	p r ɐ tɕ tʲ e tʲ e
прочту	p r ɐ tɕ t̪ u
прочтешь	p r ɐ tɕ tʲ ɪ ʂ
прочтите	p r ɐ tɕ tʲ i tʲ e
прочь	p r o tɕ
прочёсывал	p r ɐ tɕ ɵ s̪ ɨ v ə ɫ
прошедшего	p r ɐ ʂ ɛ tʂː ɨ v ə
прошедшее	p r ɐ ʂ ɛ tʂː ɨ j e
прошедшей	p r ɐ ʂ ɛ tʂː ɨ j
прошедшем	p r ɐ ʂ ɛ tʂː ɨ m
прошедшему	p r ɐ ʂ ɛ tʂː ɨ m ʊ
прошедшие	p r ɐ ʂ ɛ tʂː ɨ j e
прошедшую	p r ɐ ʂ ɛ tʂː u j ʊ
прошедших	p r ɐ ʂ ɛ tʂː ɨ x
прошел	p r ɐ ʂ ɛ ɫ
прошелся	p r ɐ ʂ ɛ ɫ sʲ ə
прошение	p r ɐ ʂ ɛ ɲ ɪ j e
прошений	p r ɐ ʂ ɛ ɲ ɪ j
прошептал	p r ə ʂ ɨ p t̪ a ɫ
прошептала	p r ə ʂ ɨ p t̪ a ɫ ə
прошипел	p r ə ʂ ɨ pʲ e ɫ
прошивками	p r ɐ ʂ ɨ f k ə mʲ ɪ
прошибет	p r ə ʂ ɨ bʲ e t̪
прошибет	p r ə ʂ ɨ bʲ ɪ t̪
прошка	p r o ʂ k ə
прошка	p r ɐ ʂ k a
прошку	p r o ʂ k ʊ
прошла	p r ɐ ʂ ɫ a
прошитой	p r ɐ ʂ ɨ t̪ o j
прошитой	p r ɐ ʂ ɨ t̪ ə j
прошло	p r o ʂ ɫ ə
прошло	p r ɐ ʂ ɫ o
прошлась	p r ɐ ʂ ɫ a sʲ
прошли	p r ɐ ʂ ʎ i
прошлого	p r o ʂ ɫ ə v ə
прошлогоднего	p r ə ʂ ɫ ɐ ɡ o dʲ ɲ ɪ v ə
прошлогодний	p r ə ʂ ɫ ɐ ɡ o dʲ ɲ ɪ j
прошлое	p r o ʂ ɫ ə j ə
прошлогодних	p r ə ʂ ɫ ɐ ɡ o dʲ ɲ ɪ x
прошлом	p r o ʂ ɫ ə m
прошлой	p r o ʂ ɫ ə j
прошлому	p r o ʂ ɫ ə m ʊ
прошлый	p r o ʂ ɫ ɨ j
прошлые	p r o ʂ ɫ ɨ j e
прошлым	p r o ʂ ɫ ɨ m
прошу	p r ɐ ʂ u
прошу	p r ə ʂ ʊ
прошнурованные	p r ɐ ʂ n̪ ʊ r o v ə n̪ː ɨ j e
прошнурованные	p r ə ʂ n̪ ʊ r o v ə n̪ː ɨ j e
прошёл	p r ɐ ʂ o ɫ
прошумевшего	p r ə ʂ ʊ mʲ e f ʂ ɨ v ə
прошёлся	p r ɐ ʂ o ɫ sʲ ə
прощает	p r ɐ ɕː æ j ɪ t̪
прощай	p r ɐ ɕː æ j
прощал	p r ɐ ɕː a ɫ
прощалась	p r ɐ ɕː a ɫ ə sʲ
прощанье	p r ɐ ɕː æ ɲ j e
прощайте	p r ɐ ɕː æ j tʲ e
прощаться	p r ɐ ɕː a t̪ s̪ː ə
прощания	p r ɐ ɕː æ ɲ ɪ j ə
прощаю	p r ɐ ɕː æ j ʊ
прощают	p r ɐ ɕː æ j ʊ t̪
прощаются	p r ɐ ɕː æ j ʊ t̪ s̪ ə
проще	p r ɐ ɕː e
проще	p r ɐ ɕː æ j e
прощаясь	p r ɐ ɕː æ j ɪ sʲ
прощение	p r ɐ ɕː e ɲ ɪ j e
прощенье	p r ɐ ɕː e ɲ j e
прощения	p r ɐ ɕː e ɲ ɪ j ə
прощупайте	p r ɐ ɕː u p ə j tʲ e
прощенья	p r ɐ ɕː e ɲ j ə
прощипаны	p r ɐ ɕː i p a n̪ ɨ
прощипаны	p r ɐ ɕː i p ɐ n̪ ɨ
прощипаны	p r ɐ ɕː i p ə n̪ ɨ
прощипаны	p r ɐ ɕː ɪ p a n̪ ɨ
прощипаны	p r ə ɕː ɪ p a n̪ ɨ
проявив	p r ə j ɪ vʲ i f
прощупывался	p r ɐ ɕː u p ɨ v ə ɫ sʲ ə
проявились	p r ə j ɪ vʲ i ʎ ɪ sʲ
проявилось	p r ə j ɪ vʲ i ɫ ə sʲ
проявилась	p r ə j ɪ vʲ i ɫ ə sʲ
проявим	p r ɐ j æ vʲ ɪ m
проявим	p r ə j ɪ vʲ i m
проявление	p r ə j ɪ v ʎ e ɲ ɪ j e
проявить	p r ə j ɪ vʲ i tʲ
проявлениями	p r ə j ɪ v ʎ e ɲ ɪ j ə mʲ ɪ
проявления	p r ə j ɪ v ʎ e ɲ ɪ j ə
проявлению	p r ə j ɪ v ʎ e ɲ ɪ j ʊ
проявляется	p r ə j ɪ v ʎ æ j ɪ t̪ s̪ ə
проявлялась	p r ə j ɪ v ʎ a ɫ ə sʲ
проявлялись	p r ə j ɪ v ʎ æ ʎ ɪ sʲ
проявляться	p r ə j ɪ v ʎ a t̪ s̪ː ə
прояснел	p r ə j ɪ sʲ ɲ e ɫ
проявляют	p r ə j ɪ v ʎ æ j ʊ t̪
прояснить	p r ə j ɪ sʲ ɲ i tʲ
прояснялся	p r ə j ɪ sʲ ɲ a ɫ sʲ ə
прояснялось	p r ə j ɪ sʲ ɲ a ɫ ə sʲ
пруда	p r u d̪ ə
пруда	p r ʊ d̪ a
пруд	p r u t̪
пруде	p r u dʲ e
пруде	p r ʊ dʲ e
пружин	p r ʊ ʐ ɨ n̪
пружинами	p r ʊ ʐ ɨ n̪ ə mʲ ɪ
пружинила	p r ʊ ʐ ɨ ɲ i ɫ ə
пружинила	p r ʊ ʐ ɨ ɲ ɪ ɫ ə
пружиной	p r ʊ ʐ ɨ n̪ ə j
прутики	p r u tʲ ɪ c ɪ
пружины	p r ʊ ʐ ɨ n̪ ɨ
пружинящее	p r ʊ ʐ ɨ ɲ ɪ ɕː ɪ j e
прыг	p r ɨ k
прыгал	p r ɨ ɡ ə ɫ
прыганье	p r ɨ ɡ ə ɲ j e
прыгать	p r ɨ ɡ ə tʲ
прыгаю	p r ɨ ɡ ə j ʊ
прыгающей	p r ɨ ɡ ə j ʉ ɕː ɪ j
прыгнул	p r ɨ ɡ n̪ ʊ ɫ
прыгая	p r ɨ ɡ ə j ə
прыжка	p r ɨ ʂ k a
прыгнуть	p r ɨ ɡ n̪ ʊ tʲ
прыгнула	p r ɨ ɡ n̪ ʊ ɫ ə
прыжок	p r ɨ ʐ o k
прыжком	p r ɨ ʂ k o m
прытью	p r ɨ tʲ j u
прытью	p r ɨ tʲ j ʊ
прыть	p r ɨ tʲ
прядения	p rʲ æ dʲ ɪ ɲ ɪ j ə
прядения	p rʲ ɪ dʲ e ɲ ɪ j ə
прядая	p rʲ a d̪ ə j ə
прядет	p rʲ æ dʲ ɪ t̪
пряла	p rʲ a ɫ ə
прядь	p rʲ æ tʲ
прядильной	p rʲ ɪ dʲ i ʎ n̪ ə j
прямая	p rʲ ɪ m a j ə
пряма	p rʲ ɪ m a
прям	p rʲ a m
прям	p rʲ ɪ m
прямехонько	p rʲ ɪ mʲ ɪ x o ɲ k ə
прямиком	p rʲ ɪ mʲ ɪ k o m
прямо	p rʲ ɪ m ə
прямодушный	p rʲ ɪ m ɐ d̪ u ʂ n̪ ɨ j
прямого	p rʲ ɪ m ə v ə
прямую	p rʲ ɪ m u j ʊ
прямым	p rʲ ɪ m ɨ m
прямой	p rʲ ɪ m o j
прямые	p rʲ ɪ m ɨ j e
прямых	p rʲ ɪ m ɨ x
пряное	p rʲ a n̪ ə j ə
пряное	p rʲ ɪ n̪ ə j ə
пряности	p rʲ a n̪ ə sʲ tʲ ɪ
прятала	p rʲ a t̪ ə ɫ ə
прятавшееся	p rʲ a t̪ ə f ʂ ɨ j ɪ sʲ ə
прятал	p rʲ a t̪ ə ɫ
пряталась	p rʲ a t̪ ə ɫ ə sʲ
прятались	p rʲ a t̪ ə ʎ ɪ sʲ
прятали	p rʲ a t̪ ə ʎ ɪ
прятать	p rʲ a t̪ ə tʲ
пряталось	p rʲ a t̪ ə ɫ ə sʲ
прятался	p rʲ a t̪ ə ɫ sʲ ə
прятаться	p rʲ a t̪ ə t̪ s̪ ə
пряча	p rʲ æ tɕ ə
прячась	p rʲ æ tɕ ɪ sʲ
прячет	p rʲ æ tɕ ɪ t̪
прячется	p rʲ æ tɕ ɪ t̪ s̪ ə
прячешь	p rʲ æ tɕ ɪ ʂ
прячут	p rʲ æ tɕ ʊ t̪
прячусь	p rʲ æ tɕ ʉ sʲ
прячущегося	p rʲ æ tɕ ʉ ɕː ɪ v ə sʲ ə
прячутся	p rʲ æ tɕ ʊ t̪ s̪ ə
прячь	p rʲ æ tɕ
пса	p s̪ a
психоз	p sʲ ɪ x o s̪
псалтырь	p s̪ ɐ ɫ t̪ ɨ rʲ
псалтырь	p s̪ ə ɫ t̪ ɨ rʲ
психопаткой	p sʲ ɪ x ɐ p a t̪ k ə j
психолога	p sʲ ɪ x o ɫ ə ɡ ə
пта	p t̪ a
пташникова	p t̪ a ʂ ɲ ɪ k ə v ə
пташка	p t̪ a ʂ k ə
птенец	p tʲ ɪ ɲ e t̪s̪
птенцов	p tʲ ɪ n̪ t̪s̪ o f
птенцам	p tʲ ɪ n̪ t̪s̪ a m
птиц	p tʲ i t̪s̪
птица	p tʲ i t̪s̪ ə
птицам	p tʲ i t̪s̪ ə m
птицами	p tʲ i t̪s̪ ə mʲ ɪ
птице	p tʲ i t̪s̪ ɨ
птицей	p tʲ i t̪s̪ ɨ j
птицу	p tʲ i t̪s̪ ʊ
птицы	p tʲ i t̪s̪ ɨ
птичий	p tʲ i tɕ ɪ j
птички	p tʲ i tɕ c ɪ
птичка	p tʲ i tɕ k ə
птичек	p tʲ i tɕ ɪ k
птичник	p tʲ i tɕ ɲ ɪ k
птичку	p tʲ i tɕ k ʊ
птичницы	p tʲ i tɕ ɲ ɪ t̪s̪ ɨ
птичье	p tʲ i tɕ j e
птичьи	p tʲ i tɕ j i
публика	p u b ʎ ɪ k ə
публикации	p ʊ b ʎ ɪ k a t̪s̪ ɨ ɪ
птичьем	p tʲ i tɕ j ɪ m
публике	p u b ʎ ɪ c e
публики	p u b ʎ ɪ c ɪ
публиковать	p ʊ b ʎ ɪ k ɐ v a tʲ
публикой	p u b ʎ ɪ k ə j
публично	p ʊ b ʎ i tɕ n̪ ə
публику	p u b ʎ ɪ k ʊ
публику	p ʊ b ʎ ɪ k u
публику	p ʊ b ʎ ɪ k ʊ
публичной	p ʊ b ʎ i tɕ n̪ ə j
публичном	p ʊ b ʎ i tɕ n̪ ə m
публичную	p ʊ b ʎ i tɕ n̪ ʊ j ʊ
публичный	p ʊ b ʎ i tɕ n̪ ɨ j
публичные	p ʊ b ʎ i tɕ n̪ ɨ j e
пугает	p ʊ ɡ a j ɪ t̪
пугала	p u ɡ ə ɫ ə
пугала	p ʊ ɡ a ɫ ə
пугай	p ʊ ɡ a j
пугаешь	p ʊ ɡ a j ɪ ʂ
пугалась	p u ɡ ə ɫ ə sʲ
пугалась	p ʊ ɡ a ɫ ə sʲ
пугался	p u ɡ ə ɫ sʲ ə
пугался	p ʊ ɡ a ɫ sʲ ə
пугало	p u ɡ ə ɫ ə
пугало	p ʊ ɡ a ɫ ə
пугать	p ʊ ɡ a tʲ
пугают	p ʊ ɡ a j ʊ t̪
пугаться	p ʊ ɡ a t̪ s̪ː ə
пугливо	p ʊ ɟ ʎ i v ə
пугливой	p ʊ ɟ ʎ i v ə j
пуглива	p ʊ ɟ ʎ i v ə
пугливые	p ʊ ɟ ʎ i v ɨ j e
пуговиц	p u ɡ ə vʲ ɪ t̪s̪
пуговица	p u ɡ ə vʲ ɪ t̪s̪ ə
пуговицей	p u ɡ ə vʲ ɪ t̪s̪ ɨ j
пуговицами	p u ɡ ə vʲ ɪ t̪s̪ ə mʲ ɪ
пуговицу	p u ɡ ə vʲ ɪ t̪s̪ ʊ
пуговицы	p u ɡ ə vʲ ɪ t̪s̪ ɨ
пуговкой	p u ɡ ə f k ə j
пуд	p u t̪
пуделя	p u dʲ ɪ ʎ ə
пудами	p u d̪ ə mʲ ɪ
пудами	p ʊ d̪ a mʲ ɪ
пуда	p u d̪ ə
пуда	p ʊ d̪ a
пудов	p u d̪ ə f
пудов	p ʊ d̪ o f
пудинг	p u dʲ ɪ n̪ k
пудрой	p u d̪ r ə j
пудры	p u d̪ r ɨ
пуду	p u d̪ ʊ
пуду	p ʊ d̪ u
пузатую	p ʊ z̪ a t̪ ʊ j ʊ
пузатых	p ʊ z̪ a t̪ ɨ x
пузырь	p ʊ z̪ ɨ rʲ
пузырьков	p ʊ z̪ ɨ rʲ k o f
пузырёк	p ʊ z̪ ɨ rʲ ɵ k
пулей	p u ʎ ɪ j
пулемёта	p ʊ ʎ ɪ mʲ ɵ t̪ ə
пулемёт	p ʊ ʎ ɪ mʲ ɵ t̪
пулемётам	p ʊ ʎ ɪ mʲ ɵ t̪ ə m
пулемётная	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ə j ə
пулемётное	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ə j ə
пулемётные	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ɨ j e
пулемётной	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ə j
пулемётный	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ɨ j
пулемётными	p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ɨ mʲ ɪ
пулемётов	p ʊ ʎ ɪ mʲ ɵ t̪ ə f
пулемётчиков	p ʊ ʎ ɪ mʲ ɵ tɕː ɪ k ə f
пулемёты	p ʊ ʎ ɪ mʲ ɵ t̪ ɨ
пуль	p u ʎ
пуль	p ʊ ʎ
пули	p u ʎ ɪ
пульс	p u ʎ s̪
пульс	p ʊ ʎ s̪
пульса	p u ʎ s̪ ə
пульсирующей	p ʊ ʎ sʲ i r ʊ j ʉ ɕː ɪ j
пулю	p u ʎ ʊ
пулями	p u ʎ ə mʲ ɪ
пулярку	p ʊ ʎ a r k ʊ
пунка	p u n̪ k ə
пунка	p ʊ n̪ k a
пунка	p ʊ n̪ k ə
пунком	p u n̪ k ə m
пунком	p ʊ n̪ k o m
пунком	p ʊ n̪ k ə m
пуля	p u ʎ ə
пункт	p u n̪ k t̪
пункта	p u n̪ k t̪ ə
пунктам	p u n̪ k t̪ ə m
пунктом	p u n̪ k t̪ ə m
пункте	p u n̪ c tʲ e
пункте	p ʊ n̪ c tʲ e
пунта	p u n̪ t̪ ə
пунта	p ʊ n̪ t̪ ə
пункты	p u n̪ k t̪ ɨ
пурпур	p u r p ʊ r
пунцовая	p ʊ n̪ t̪s̪ o v ə j ə
пуританский	p ʊ rʲ ɪ t̪ a n̪ s̪ c ɪ j
пурпурного	p ʊ r p u r n̪ ə v ə
пурпурных	p u r p ʊ r n̪ ɨ x
пурпурных	p ʊ r p u r n̪ ɨ x
пурпурные	p u r p ʊ r n̪ ɨ j e
пурпурные	p ʊ r p u r n̪ ɨ j e
пурпурными	p u r p ʊ r n̪ ɨ mʲ ɪ
пурпурными	p ʊ r p u r n̪ ɨ mʲ ɪ
пурпуровый	p u r p ʊ r o v ɨ j
пурпуровый	p u r p ʊ r ə v ɨ j
пурпуровыми	p u r p ʊ r o v ɨ mʲ ɪ
пурпуровыми	p u r p ʊ r ɐ v ɨ mʲ ɪ
пурпуровыми	p u r p ʊ r ə v ɨ mʲ ɪ
пурпуровой	p u r p ʊ r ɐ v o j
пурпуровых	p u r p ʊ r o v ɨ x
пурпуровых	p u r p ʊ r ɐ v ɨ x
пурпуровых	p u r p ʊ r ə v ɨ x
пурпуром	p u r p ʊ r ə m
пускает	p ʊ s̪ k a j ɪ t̪
пускай	p ʊ s̪ k a j
пускаешь	p ʊ s̪ k a j ɪ ʂ
пускал	p ʊ s̪ k a ɫ
пускали	p ʊ s̪ k a ʎ ɪ
пускало	p ʊ s̪ k a ɫ ə
пускала	p ʊ s̪ k a ɫ ə
пускался	p ʊ s̪ k a ɫ sʲ ə
пускаю	p ʊ s̪ k a j ʊ
пускать	p ʊ s̪ k a tʲ
пускают	p ʊ s̪ k a j ʊ t̪
пустая	p ʊ s̪ t̪ a j ə
пуста	p ʊ s̪ t̪ a
пуская	p ʊ s̪ k a j ə
пустейшим	p ʊ sʲ tʲ e j ʂ ɨ m
пусти	p ʊ sʲ tʲ i
пустил	p ʊ sʲ tʲ i ɫ
пустилась	p ʊ sʲ tʲ i ɫ ə sʲ
пустились	p ʊ sʲ tʲ i ʎ ɪ sʲ
пустили	p ʊ sʲ tʲ i ʎ ɪ
пустило	p ʊ sʲ tʲ i ɫ ə
пустит	p u sʲ tʲ ɪ t̪
пустим	p u sʲ tʲ ɪ m
пустите	p u sʲ tʲ ɪ tʲ e
пустите	p ʊ sʲ tʲ i tʲ e
пустить	p ʊ sʲ tʲ i tʲ
пусто	p u s̪ t̪ ə
пуститься	p ʊ sʲ tʲ i t̪ s̪ː ə
пустое	p ʊ s̪ t̪ o j e
пустое	p ʊ s̪ t̪ o j ə
пустовало	p ʊ s̪ t̪ ɐ v a ɫ ə
пустоглазая	p ʊ s̪ t̪ ɐ ɡ ɫ a z̪ ə j ə
пустозвон	p ʊ s̪ t̪ ɐ z̪ v o n̪
пустом	p u s̪ t̪ ə m
пустой	p u s̪ t̪ ə j
пустой	p ʊ s̪ t̪ o j
пустоте	p ʊ s̪ t̪ ɐ tʲ e
пустому	p u s̪ t̪ ə m ʊ
пустота	p ʊ s̪ t̪ ɐ t̪ a
пустоту	p ʊ s̪ t̪ ɐ t̪ u
пустые	p ʊ s̪ t̪ ɨ j e
пустыми	p ʊ s̪ t̪ ɨ mʲ ɪ
пустым	p ʊ s̪ t̪ ɨ m
пустошь	p u s̪ t̪ ə ʂ
пустыне	p ʊ s̪ t̪ ɨ ɲ e
пустыней	p ʊ s̪ t̪ ɨ ɲ e j
пустыней	p ʊ s̪ t̪ ɨ ɲ ɪ j
пустынную	p ʊ s̪ t̪ ɨ n̪ː ʊ j ʊ
пустынник	p ʊ s̪ t̪ ɨ ɲː ɪ k
пустынные	p ʊ s̪ t̪ ɨ n̪ː ɨ j e
пустынным	p ʊ s̪ t̪ ɨ n̪ː ɨ m
пустынь	p u s̪ t̪ ɨ ɲ
пустынь	p ʊ s̪ t̪ ɨ ɲ
пустых	p ʊ s̪ t̪ ɨ x
пусть	p u sʲ tʲ
пустыня	p u s̪ t̪ ɨ ɲ ə
пустыня	p ʊ s̪ t̪ ɨ ɲ ə
пустька	p u sʲ tʲ k ə
пустька	p ʊ sʲ tʲ k ə
пустяка	p ʊ sʲ tʲ ɪ k a
пустяк	p ʊ sʲ tʲ a k
пустяками	p ʊ sʲ tʲ ɪ k a mʲ ɪ
пустякам	p ʊ sʲ tʲ ɪ k a m
пустяках	p ʊ sʲ tʲ ɪ k a x
пустяки	p ʊ sʲ tʲ ɪ c i
пустяковое	p ʊ sʲ tʲ ɪ k o v ə j ə
пустят	p u sʲ tʲ ə t̪
пустяков	p ʊ sʲ tʲ ɪ k o f
путал	p u t̪ ə ɫ
пут	p u t̪
пут	p ʊ t̪
путали	p u t̪ ə ʎ ɪ
путаться	p u t̪ ə t̪ s̪ ə
путано	p u t̪ ə n̪ ə
путано	p ʊ t̪ a n̪ ə
пустяшный	p ʊ sʲ tʲ a ʂ n̪ ɨ j
путаю	p u t̪ ə j ʊ
путаясь	p u t̪ ə j ɪ sʲ
путая	p u t̪ ə j ə
путеводной	p ʊ tʲ ɪ v o d̪ n̪ ə j
путеводной	p ʊ tʲ ɪ v ɐ d̪ n̪ o j
путеводителем	p ʊ tʲ ɪ v ɐ dʲ i tʲ ɪ ʎ ɪ m
путем	p ʊ tʲ ɪ m
путеводный	p ʊ tʲ ɪ v o d̪ n̪ ɨ j
путей	p u tʲ ɪ j
путей	p ʊ tʲ e j
путей	p ʊ tʲ ɪ j
путешественник	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ ɲː ɪ k
путешественники	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ ɲː ɪ c ɪ
путешественников	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ ɲː ɪ k ə f
путешествие	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ j e
путешествии	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ ɪ
путешествием	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ j ɪ m
путешествий	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ j
путешествиях	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ j ə x
путешествия	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ vʲ ɪ j ə
путешествовать	p ʊ tʲ ɪ ʂ ɛ s̪ t̪ v ə v ə tʲ
пути	p ʊ tʲ i
путное	p u t̪ n̪ ə j ə
путного	p u t̪ n̪ ə v ə
путии	p u tʲ ɪ ɪ
путии	p ʊ tʲ ɪ ɪ
путь	p u tʲ
путями	p ʊ tʲ æ mʲ ɪ
путям	p ʊ tʲ a m
путях	p ʊ tʲ a x
пух	p u x
пухлой	p u x ɫ ə j
пухлыми	p u x ɫ ɨ mʲ ɪ
пуха	p u x ə
пухлых	p u x ɫ ɨ x
пухнет	p u x ɲ ɪ t̪
пухов	p ʊ x o f
пухова	p ʊ x o v ə
пухову	p ʊ x o v ʊ
пухом	p u x ə m
пухом	p ʊ x o m
пухом	p ʊ x ə m
пучат	p u tɕ ə t̪
пуховым	p ʊ x o v ɨ m
пучине	p ʊ tɕ i ɲ e
пучину	p ʊ tɕ i n̪ ʊ
пучков	p ʊ tɕ k o f
пучок	p ʊ tɕ ɵ k
пушек	p u ʂ ɨ k
пушечное	p u ʂ ɨ tɕ n̪ ə j ə
пушечнопулемётным	p u ʂ ɨ tɕ n̪ ə p ʊ ʎ ɪ mʲ ɵ t̪ n̪ ɨ m
пушистого	p ʊ ʂ ɨ s̪ t̪ ə v ə
пушистую	p ʊ ʂ ɨ s̪ t̪ u j ʊ
пушистую	p ʊ ʂ ɨ s̪ t̪ ʊ j ʊ
пушистым	p ʊ ʂ ɨ s̪ t̪ ɨ m
пушистый	p ʊ ʂ ɨ s̪ t̪ ɨ j
пушка	p u ʂ k ə
пушка	p ʊ ʂ k a
пушистые	p ʊ ʂ ɨ s̪ t̪ ɨ j e
пушками	p u ʂ k ə mʲ ɪ
пушками	p ʊ ʂ k a mʲ ɪ
пушистыми	p ʊ ʂ ɨ s̪ t̪ ɨ mʲ ɪ
пушки	p u ʂ c ɪ
пушки	p ʊ ʂ c i
пушки	p ʊ ʂ c ɪ
пушкина	p u ʂ c ɪ n̪ ə
пушкой	p u ʂ k ə j
пушкин	p u ʂ c ɪ n̪
пушок	p ʊ ʂ o k
пуще	p u ɕː e
пушком	p ʊ ʂ k o m
пущенное	p u ɕː ɪ n̪ː ə j ə
пущу	p u ɕː ʊ
пущу	p ʊ ɕː u
пущенными	p u ɕː ɪ n̪ː ɨ mʲ ɪ
пшеница	p ʂ ɨ ɲ i t̪s̪ ə
пшенице	p ʂ ɨ ɲ i t̪s̪ ɨ
пхайло	p x a j ɫ ə
пшеницын	p ʂ ɨ ɲ i t̪s̪ ɨ n̪
пшеницы	p ʂ ɨ ɲ i t̪s̪ ɨ
пшеницыной	p ʂ ɨ ɲ i t̪s̪ ɨ n̪ ə j
пшеницына	p ʂ ɨ ɲ i t̪s̪ ɨ n̪ ə
пшеницыных	p ʂ ɨ ɲ i t̪s̪ ɨ n̪ ɨ x
пшеничной	p ʂ ɨ ɲ i tɕ n̪ ə j
пшеницыну	p ʂ ɨ ɲ i t̪s̪ ɨ n̪ ʊ
пылал	p ɨ ɫ a ɫ
пшено	p ʂ ɨ n̪ o
пылала	p ɨ ɫ a ɫ ə
пылает	p ɨ ɫ a j ɪ t̪
пылающей	p ɨ ɫ a j ʉ ɕː ɪ j
пылающими	p ɨ ɫ a j ʉ ɕː ɪ mʲ ɪ
пылающим	p ɨ ɫ a j ʉ ɕː ɪ m
пыли	p ɨ ʎ i
пылито	p ɨ ʎ i t̪ ə
пылились	p ɨ ʎ i ʎ ɪ sʲ
пылинки	p ɨ ʎ i n̪ c ɪ
пылкого	p ɨ ɫ k ə v ə
пылкие	p ɨ ɫ c ɪ j e
пылкая	p ɨ ɫ k a j ə
пылкой	p ɨ ɫ k ə j
пылом	p ɨ ɫ ə m
пылкому	p ɨ ɫ k ə m ʊ
пылу	p ɨ ɫ u
пылу	p ɨ ɫ ʊ
пыльто	p ɨ ʎ t̪ o
пыльто	p ɨ ʎ t̪ ə
пыль	p ɨ ʎ
пыльно	p ɨ ʎ n̪ ə
пыльнорозовым	p ɨ ʎ n̪ ɐ r o z̪ ə v ɨ m
пыльнорозовым	p ɨ ʎ n̪ ə r ɐ z̪ o v ɨ m
пыльнорозовым	p ɨ ʎ n̪ ə r ə z̪ ɐ v ɨ m
пыльнорозовым	p ɨ ʎ n̪ ə r ə z̪ ə v ɨ m
пыльного	p ɨ ʎ n̪ ə v ə
пыльное	p ɨ ʎ n̪ ə j ə
пыльном	p ɨ ʎ n̪ ə m
пыльную	p ɨ ʎ n̪ ʊ j ʊ
пыльной	p ɨ ʎ n̪ ə j
пыльный	p ɨ ʎ n̪ ɨ j
пыльным	p ɨ ʎ n̪ ɨ m
пыльные	p ɨ ʎ n̪ ɨ j e
пыльных	p ɨ ʎ n̪ ɨ x
пыля	p ɨ ʎ a
пылью	p ɨ ʎ j ʊ
пырнёт	p ɨ r ɲ ɵ t̪
пырнула	p ɨ r n̪ u ɫ ə
пырська	p ɨ r sʲ k ə
пырська	p ɨ rʲ e j ɪ sʲ k ə
пырська	p ɨ rʲ e ɪ sʲ k ə
пытается	p ɨ t̪ a j ɪ t̪ s̪ ə
пытайся	p ɨ t̪ a j sʲ ə
пытаешься	p ɨ t̪ a j ɪ ʂ sʲ ə
пытала	p ɨ t̪ a ɫ ə
пытали	p ɨ t̪ a ʎ ɪ
пытались	p ɨ t̪ a ʎ ɪ sʲ
пыталась	p ɨ t̪ a ɫ ə sʲ
пытался	p ɨ t̪ a ɫ sʲ ə
пытаюсь	p ɨ t̪ a j ʉ sʲ
пытаться	p ɨ t̪ a t̪ s̪ː ə
пытаясь	p ɨ t̪ a j ɪ sʲ
пытая	p ɨ t̪ a j ə
пытка	p ɨ t̪ k ə
пытки	p ɨ t̪ c ɪ
пыткой	p ɨ t̪ k ə j
пытку	p ɨ t̪ k ʊ
пытливо	p ɨ t̪ ʎ i v ə
пытливости	p ɨ t̪ ʎ i v ə sʲ tʲ ɪ
пытливого	p ɨ t̪ ʎ i v ə v ə
пытливый	p ɨ t̪ ʎ i v ɨ j
пыток	p ɨ t̪ ə k
пыхтя	p ɨ x tʲ a
пытливым	p ɨ t̪ ʎ i v ɨ m
пышнее	p ɨ ʂ ɲ e j e
пышнее	p ɨ ʂ ɲ ɪ j e
пышно	p ɨ ʂ n̪ ə
пышного	p ɨ ʂ n̪ ə v ə
пышная	p ɨ ʂ n̪ ə j ə
пышной	p ɨ ʂ n̪ o j
пышном	p ɨ ʂ n̪ ə m
